"01-16-2025","Open PO Report by Vendor, Salesman, Date Created","From:12-18-2024 To 01-16-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Myrtle Beach","P134-1204456","Approved","01/07/2025","S134-278340","Chesapeake Homes - Myrtle Beach","7 Traditions at Carolina Forest","","christine.podlesny","590.00"
"","Myrtle Beach","P134-1204223","Approved","01/06/2025","S134-277960","Ashton Woods - Myrtle Beach","59 Andalusia","","maria.perdomo","43.62"
"","Myrtle Beach","P134-1204195","Approved","01/06/2025","S134-277929","Ashton Woods - Myrtle Beach","57 Andalusia","","kelly.walker","264.84"
"","Myrtle Beach","P134-1204182","Approved","01/06/2025","S134-277912","Ashton Woods - Myrtle Beach","58 Andalusia","","maria.perdomo","43.62"
"","Myrtle Beach","P134-1203990","Approved","01/06/2025","S134-277669","Chesapeake Homes - Myrtle Beach","178 Bridgewater Grandview","","maria.perdomo","208.36"
"","Myrtle Beach","P134-1202804","Approved","12/23/2024","S134-275274","Chesapeake Homes - Myrtle Beach","120 Traditions at Carolina Forest","","kelly.walker","455.03"
"","Myrtle Beach","P134-1202155","Approved","12/20/2024","S134-273805","Lennar - Myrtle Beach","97 Warner Crossing","","kelly.walker","37.24"
"","Myrtle Beach","P134-1201874","Approved","12/19/2024","S134-273625","Lennar - Myrtle Beach","77 Warner Crossing","","kelly.walker","37.20"
"","Myrtle Beach","P134-1201785","Approved","12/19/2024","S134-273416","Toll Brothers - Myrtle Beach","92 Sayebrook","","maria.perdomo","779.89"
"","Columbia","P130-1207052","Approved","01/16/2025","S130-282473","Mungo Homes - Columbia","12 Astoria","","joseph.green","715.51"
"","Columbia","P130-1207023","Approved","01/16/2025","S130-282357","Mungo Homes - Columbia","11 Astoria","","joseph.green","600.02"
"","Columbia","P130-1206979","Approved","01/16/2025","S130-282120","Lennar - Columbia","36 Taylor Hill Midlands","","kaitlyn.stewart","43.62"
"","Columbia","P130-1206953","Approved","01/16/2025","S130-282236","Mungo Homes - Columbia","108 Winston Point","","joseph.green","142.84"
"","Columbia","P130-1206915","Approved","01/16/2025","","","","","joseph.green","2,358.50"
"","Columbia","P130-1206898","Approved","01/16/2025","S130-282129","Mungo Homes - Columbia","130 Winston Point","","joseph.green","373.30"
"","Columbia","P130-1206868","Approved","01/15/2025","S130-282089","Lennar - Columbia","12 Taylor Hill Midlands","","kaitlyn.stewart","213.09"
"","Columbia","P130-1206856","Approved","01/15/2025","S130-282067","Mungo Homes - Columbia","106 Winston Point","","joseph.green","179.32"
"","Columbia","P130-1206794","Approved","01/15/2025","S130-281863","Stanley Martin Homes - Columbia","336 Terrace at Longview","","joseph.green","250.89"
"","Columbia","P130-1206402","Approved","01/15/2025","S130-281467","Conquest Homes, LLC - Columbia","12 Mountain View","","joseph.green","82.47"
"","Columbia","P130-1206312","Approved","01/14/2025","S130-281497","Mungo Homes - Columbia","239 Hendrix Farms","","joseph.green","156.27"
"","Columbia","P130-1206309","Approved","01/14/2025","S130-281491","Mungo Homes - Columbia","216 Hendrix Farms","","joseph.green","156.27"
"","Columbia","P130-1206230","Approved","01/14/2025","S130-281295","Stanley Martin Homes - Columbia","334 Terrace at Longview","","joseph.green","364.00"
"","Columbia","P130-1206196","Approved","01/14/2025","S130-281243","Mungo Homes - Columbia","5 Winston Point","","joseph.green","164.94"
"","Columbia","P130-1206177","Approved","01/14/2025","S130-281091","Mungo Homes - Columbia","3 Winston Point","","joseph.green","164.94"
"","Columbia","P130-1206082","Approved","01/14/2025","S130-280950","Mungo Homes - Columbia","242 Hendrix Farms","","joseph.green","363.02"
"","Columbia","P130-1205992","Approved","01/13/2025","S130-280813","Mungo Homes - Columbia","241 Hendrix Farms","","joseph.green","276.18"
"","Columbia","P130-1205540","Approved","01/13/2025","S130-280097","Mungo Homes - Columbia","7 Winston Point","","joseph.green","494.82"
"","Columbia","P130-1205389","Approved","01/10/2025","S130-279896","Mungo Homes - Columbia","6 Winston Point","","joseph.green","476.94"
"","Columbia","P130-1205289","Approved","01/10/2025","S130-279700","Mungo Homes - Columbia","2 Winston Point","","joseph.green","322.03"
"","Columbia","P130-1205239","Approved","01/09/2025","","","","","joseph.green","994.40"
"","Columbia","P130-1204461","Approved","01/07/2025","S130-278392","Stanley Martin Homes - Columbia","379 Ridge at Longview","","joseph.green","283.74"
"","Columbia","P130-1204335","Approved","01/07/2025","S130-278193","Stanley Martin Homes - Columbia","18 Garners Mill","","joseph.green","553.78"
"","Columbia","P130-1204280","Approved","01/06/2025","S130-278109","Stanley Martin Homes - Columbia","292 Terrace at Longview","","joseph.green","283.74"
"","Columbia","P130-1204150","Approved","01/06/2025","S130-277798","Great Southern Homes - Columbia","70 Rolling Hills","","joseph.green","394.61"
"","Columbia","P130-1203800","Approved","01/06/2025","S130-277442","Stanley Martin Homes - Columbia","337 Terrace at Longview","","joseph.green","709.78"
"","Columbia","P130-1203718","Approved","01/03/2025","S130-277369","Stanley Martin Homes - Columbia","293 Terrace at Longview","","joseph.green","182.00"
"","Columbia","P130-1203499","Approved","01/02/2025","S130-276894","Stanley Martin Homes - Columbia","390 Ridge at Longview","","joseph.green","208.00"
"","Columbia","P130-1203459","Approved","01/02/2025","S130-276765","Stanley Martin Homes - Columbia","387 Ridge at Longview","","joseph.green","141.87"
"","Columbia","P130-1203230","Approved","12/30/2024","S130-276347","Lennar - Columbia","38 Taylor Hill Midlands","","kaitlyn.stewart","86.16"
"","Columbia","P130-1203125","Approved","12/27/2024","S130-276140","Lennar - Columbia","37 Taylor Hill Midlands","","kaitlyn.stewart","220.92"
"","Columbia","P130-1202089","Approved","12/20/2024","S130-266342","Stanley Martin Homes - Columbia","389 Ridge at Longview","","joseph.green","182.00"
"","Columbia","P130-1201078","Approved","12/18/2024","S130-272567","Mungo Homes - Columbia","206 Hendrix Farms","","joseph.green","120.74"
"","Columbia","P130-1200959","Approved","12/18/2024","S130-272445","Mungo Homes - Columbia","92 Hendrix Farms","","joseph.green","120.74"
"","Charleston","P129-1206372","Approved","01/15/2025","","","","","megan.wilson1","380.00"
"","Charleston","P129-1205446","Approved","01/10/2025","S129-280054","Coastal Premier Homes (Arthur Rutenburg Franchise) - Charleston","1451 Tomato Farm","","megan.wilson1","2,925.00"
"","Charleston","P129-1202156","Approved","12/20/2024","S129-274386","Coastal Premier Homes (Arthur Rutenburg Franchise) - Charleston","20 Poplar Grove","","megan.wilson1","1,384.00"
"","Wilmington","P126-1207116","Approved","01/16/2025","S126-282580","Adams Homes - Wilmington","20 Bluffs Point","","ryka.heath.wil","134.87"
"","Wilmington","P126-1206933","Approved","01/16/2025","S126-282174","Adams Homes - Wilmington","18 Bluffs Point","","ryka.heath.wil","232.64"
"","Wilmington","P126-1206292","Approved","01/14/2025","S126-281429","Mungo Homes - Wilmington","109 Grand Park TH","","kristina.raynor.wil","159.86"
"","Wilmington","P126-1206237","Approved","01/14/2025","S126-281302","Dream Finders Homes - Wilmington","494 Fairfield Harbour","","angel.wilmington","425.54"
"","Wilmington","P126-1205234","Approved","01/09/2025","S126-279599","Mungo Homes - Wilmington","89 Grand Park","","kristina.raynor.wil","359.55"
"","Wilmington","P126-1205195","Order Partially Received","01/09/2025","S126-279523","Chesapeake Homes - Wilmington","190 Goose Marsh","","angel.wilmington","424.00"
"","Wilmington","P126-1205180","Approved","01/09/2025","S126-279461","Chesapeake Homes - Wilmington","273 Goose Marsh","","angel.wilmington","424.00"
"","Greensboro","P125-1206173","Approved","01/14/2025","S125-281173","Meritage - Greensboro","22 Cherry Creek","","amy.nugent.gboro","271.80"
"","Greensboro","P125-1205784","Approved","01/13/2025","S125-280659","Vanir Installed Sales Of Greensboro - House Account","","","erica.smith","6,312.75"
"","Greensboro","P125-1205731","Approved","01/13/2025","S125-280545","Starlight Homes - Greensboro","24 Magnolia Ridge","","erica.smith","87.24"
"","Greensboro","P125-1205498","Approved","01/13/2025","S125-280157","Meritage - Greensboro","108 Cherry Creek","","amy.nugent.gboro","43.62"
"","Greensboro","P125-1205430","Approved","01/10/2025","S125-279935","Copper Builders - Greensboro","Harmon Jefferson Amenity","","erica.smith","680.96"
"","Greensboro","P125-1203416","Approved","01/02/2025","S125-276665","Sedgewick Homes- Greensboro","Jones Residence","","erica.smith","333.34"
"","Charlotte","P124-1206144","Approved","01/14/2025","S124-260302-1","Brad Barth - Charlotte","3076 Crestview","","lisa.drye","345.00"
"","Greenville","P121-1206308","Approved","01/14/2025","S121-263330","Hunter Quinn- Greenville","21 Oconee County","","carrington.fleming","839.00"
"","Greenville","P121-1205037","Approved","01/08/2025","S121-279220","ResiBuilt - Greenville","113 George Creek Village","","carrington.fleming","263.00"
"","Greenville","P121-1205007","Approved","01/08/2025","S121-279175","ResiBuilt - Greenville","110 George Creek Village","","carrington.fleming","263.00"
"","Greenville","P121-1204972","Approved","01/08/2025","S121-279113","ResiBuilt - Greenville","111 George Creek Village","","carrington.fleming","234.00"
"","Greenville","P121-1204414","Approved","01/07/2025","S121-278272","ResiBuilt - Greenville","104 George Creek Village","","carrington.fleming","234.00"
"","Greenville","P121-1202980","Approved","12/26/2024","S121-275944","Hunter Quinn- Greenville","8 Renaissance Place","","carrington.fleming","75.00"
"","Raleigh","P120-1207030","Approved","01/16/2025","S120-282417","Mungo Homes - Raleigh","31 Maison Ridge","","faith.hudson","310.00"
"","Raleigh","P120-1207009","Approved","01/16/2025","S120-282388","Mungo Homes - Raleigh","27 Maison Ridge","","kristina.raynor.ral","364.00"
"","Raleigh","P120-1207008","Approved","01/16/2025","S120-282311","Pulte Home Company, LLC  - Raleigh","87 Providence Oaks","","patricia.johnson","32.71"
"","Raleigh","P120-1207002","Approved","01/16/2025","S120-282379","Mungo Homes - Raleigh","25 Maison Ridge","","kristina.raynor.ral","99.20"
"","Raleigh","P120-1206830","Approved","01/15/2025","S120-279910","KB Home - Raleigh","146 Preserve @ Jones Dairy","","faith.hudson","182.04"
"","Raleigh","P120-1206680","Approved","01/15/2025","S120-281786","Mungo Homes - Raleigh","5 Maison Ridge","","faith.hudson","282.31"
"","Raleigh","P120-1206593","Approved","01/15/2025","S120-281695","Pulte Home Company, LLC  - Raleigh","17 Providence Oaks","","patricia.johnson","43.62"
"","Raleigh","P120-1206381","Approved","01/15/2025","S120-281574","Adams Homes - North Raleigh Division","15 Magnolia Estates","","ryka.heath","120.98"
"","Raleigh","P120-1206311","Approved","01/14/2025","S120-281469","Lennar - Raleigh","169 Annandale","","britney.pierson","174.88"
"","Raleigh","P120-1206270","Approved","01/14/2025","S120-281402","Beazer Homes - Raleigh","70 Stonewood","","susan.carroll","364.00"
"","Raleigh","P120-1206210","Approved","01/14/2025","S120-281202","Lennar - Raleigh","170 Annandale","","britney.pierson","177.09"
"","Raleigh","P120-1206061","Approved","01/14/2025","S120-280940","Pulte Home Company, LLC  - Raleigh","16 Providence Oaks","","patricia.johnson","32.71"
"","Raleigh","P120-1206024","Approved","01/13/2025","S120-280911","Toll Brothers - Raleigh","84 Regency @ Olde Towne","","ryka.heath","444.12"
"","Raleigh","P120-1206022","Approved","01/13/2025","S120-280908","Toll Brothers - Raleigh","70 Regency @ Olde Towne","","ryka.heath","721.68"
"","Raleigh","P120-1205887","Approved","01/13/2025","S120-280719","Beazer Homes - Raleigh","68 Stonewood","","susan.carroll","177.09"
"","Raleigh","P120-1205496","Approved","01/13/2025","S120-280159","Stanley Martin Homes - Raleigh","98 Grove","","luz.arceo","960.00"
"","Raleigh","P120-1205429","Approved","01/10/2025","S120-269030","TRI Pointe Homes - Raleigh","104 Holding Village Mews TH","","susan.carroll","56.09"
"","Raleigh","P120-1205382","Approved","01/10/2025","S120-279618","Stanley Martin Homes - Raleigh","48 Williams Grove","","susan.carroll","297.90"
"","Raleigh","P120-1205167","Approved","01/09/2025","S120-279432","Stanley Martin Homes - Raleigh","50 Williams  Grove","","susan.carroll","182.00"
"","Raleigh","P120-1205149","Approved","01/09/2025","S120-279436","Dream Finders Homes - Raleigh","354 King st station","","kristina.raynor.ral","116.20"
"","Raleigh","P120-1205095","Approved","01/09/2025","S120-279304","Stanley Martin Homes - Raleigh","12 Williams Grove","","susan.carroll","364.00"
"","Raleigh","P120-1205010","Approved","01/08/2025","S120-279161","UNIQUELY SOUTHERN HOMES LLC - Raleigh","33 Fynloch Chase","","ryka.heath","312.00"
"","Raleigh","P120-1204994","Approved","01/08/2025","S120-279130","Baker Residential - Raleigh","21 Parc @ town Center","","patricia.johnson","338.00"
"","Raleigh","P120-1204868","Approved","01/08/2025","S120-278949","Baker Residential - Raleigh","20 Parc @ Town Center","","patricia.johnson","338.00"
"","Raleigh","P120-1204801","Approved","01/08/2025","S120-278913","Baker Residential - Raleigh","19 Parc @ Town Center","","patricia.johnson","338.00"
"","Raleigh","P120-1204707","Approved","01/08/2025","S120-278841","Baker Residential - Raleigh","18 Parc @ Town Center","","patricia.johnson","338.00"
"","Raleigh","P120-1204669","Approved","01/08/2025","S120-278775","Dream Finders Homes - Raleigh","278 King Street Station","","marcie.godfrey","1,711.60"
"","Raleigh","P120-1204655","Approved","01/08/2025","S120-278768","New Home Inc. LLC - Raleigh","10 Hearon Pointe","","ryka.heath","40.71"
"","Raleigh","P120-1204629","Approved","01/08/2025","S120-278736","Baker Residential - Raleigh","17 Parc @ Town Center","","patricia.johnson","338.00"
"","Raleigh","P120-1204564","Approved","01/07/2025","S120-278631","Stanley Martin Homes - Raleigh","11 Williams Grove","","susan.carroll","440.76"
"","Raleigh","P120-1204505","Approved","01/07/2025","S120-278525","KB Home - Raleigh","30 Stanat Place TH","","faith.hudson","21.76"
"","Raleigh","P120-1204503","Approved","01/07/2025","S120-278524","Baker Residential - Raleigh","5 Parc @ Town Center","","kristina.raynor.ral","676.00"
"","Raleigh","P120-1204490","Approved","01/07/2025","S120-278509","KB Home - Raleigh","29 Stanat Place TH","","faith.hudson","272.60"
"","Raleigh","P120-1204479","Approved","01/07/2025","S120-278476","KB Home - Raleigh","28 Stanat Place TH","","faith.hudson","21.76"
"","Raleigh","P120-1204464","Approved","01/07/2025","S120-278412","KB Home - Raleigh","27 Stanat Place TH","","faith.hudson","272.60"
"","Raleigh","P120-1204446","Approved","01/07/2025","S120-278325","KB Home - Raleigh","26 Stanat Place TH","","faith.hudson","21.76"
"","Raleigh","P120-1204394","Approved","01/07/2025","S120-278228","KB Home - Raleigh","31 Stanat Place TH","","faith.hudson","21.76"
"","Raleigh","P120-1204285","Approved","01/06/2025","S120-278129","Mungo Homes - Raleigh","25 Olivet","","faith.hudson","446.79"
"","Raleigh","P120-1204025","Approved","01/06/2025","S120-277759","DAVID WEEKLEY HOMES - RALEIGH","1526 Encore @ Wendell Falls Encore","","kristina.raynor.ral","78.75"
"","Raleigh","P120-1203919","Approved","01/06/2025","S120-276463","C. Herman - Raleigh","New Bern Crossings","","luz.arceo","13,268.95"
"","Raleigh","P120-1203482","Approved","01/02/2025","S120-276784","HMT Construction LLC - Raleigh","10 Almeta Run","","patricia.johnson","364.00"
"","Raleigh","P120-1203435","Approved","01/02/2025","S120-276699","Stanley Martin Homes - Raleigh","51 Williams Grove","","faith.hudson","440.76"
"","Raleigh","P120-1203371","Approved","01/02/2025","S120-276638","Taylor Morrison - Raleigh","11 Silverstone TH Alley","","kristina.raynor.ral","120.00"
"","Raleigh","P120-1203348","Approved","01/02/2025","S120-276606","Taylor Morrison - Raleigh","16 Silverstone TH Alley","","kristina.raynor.ral","120.00"
"","Raleigh","P120-1203313","Approved","01/02/2025","S120-276555","Dream Finders Homes - Raleigh","434 Paddington Station","","kristina.raynor.ral","138.75"
"","Raleigh","P120-1203312","Finalized","01/02/2025","S120-276554","Dream Finders Homes - Raleigh","433 Paddington Station","","kristina.raynor.ral","277.50"
"","Raleigh","P120-1203019","Approved","12/26/2024","S120-275994","Adams Homes - South Raleigh Division","110 Annandale","","ryka.heath","120.98"
"","Raleigh","P120-1202908","Approved","12/26/2024","S120-275779","Stanley Martin Homes - Raleigh","51 Williams Grove","","susan.carroll","220.38"
