"01-16-2025","Open PO Report by Vendor, Salesman, Date Created","From:12-18-2024 To 01-16-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Charlotte","P124-1204455","Finalized","01/07/2025","S124-231649","Alliance Multifamily Builders - Charlotte","Broadstone West End","","marjan.rakhshani","17,800.20"
"","Charlotte","P124-1204448","Finalized","01/07/2025","S124-231649","Alliance Multifamily Builders - Charlotte","Broadstone West End","","marjan.rakhshani","16,650.00"
"","Charlotte","P124-1203369","Finalized","01/02/2025","S124-217033","C. Herman - Charlotte","Eastland Yards Apartments","","julieta.keen","16,560.00"
"","Charlotte","P124-1203366","Finalized","01/02/2025","S124-217033","C. Herman - Charlotte","Eastland Yards Apartments","","julieta.keen","16,560.00"
"","Charlotte","P124-1203364","Finalized","01/02/2025","S124-217033","C. Herman - Charlotte","Eastland Yards Apartments","","julieta.keen","16,560.00"
"","Charlotte","P124-1203357","Finalized","01/02/2025","S124-217033","C. Herman - Charlotte","Eastland Yards Apartments","","julieta.keen","19,636.70"
"","Charlotte","P124-1203283","Finalized","12/30/2024","S124-217033","C. Herman - Charlotte","Eastland Yards Apartments","","marjan.rakhshani","16,560.00"
"","Charlotte","P124-1203282","Finalized","12/30/2024","S124-217033","C. Herman - Charlotte","Eastland Yards Apartments","","marjan.rakhshani","19,094.40"
"","Charlotte","P124-1202862","Approved","12/26/2024","S124-268974","Elford Inc - Charlotte","Sam Furr","","marjan.rakhshani","15,746.40"
"","Greenville","P121-1205070","Approved","01/09/2025","S121-279251","Hunter Quinn- Greenville","93 Greenwood County","","carrington.fleming","42.25"
"","Raleigh","P120-1206917","Approved","01/16/2025","S120-276463","C. Herman - Raleigh","New Bern Crossings","","luz.arceo","4,079.40"
"","Raleigh","P120-1206806","Approved","01/15/2025","S120-281957","Beazer Homes - Raleigh","102 Stonewood","","susan.carroll","509.61"
"","Raleigh","P120-1206770","Approved","01/15/2025","S120-281789","Beazer Homes - Raleigh","102 Stonewood","","susan.carroll","13,542.96"
"","Raleigh","P120-1206539","Approved","01/15/2025","S120-280769","Beazer Homes - Raleigh","68 Stonewood","","susan.carroll","362.61"
"","Raleigh","P120-1206524","Approved","01/15/2025","S120-280719","Beazer Homes - Raleigh","68 Stonewood","","susan.carroll","16,569.56"
"","Raleigh","P120-1206288","Approved","01/14/2025","S120-281453","Beazer Homes - Raleigh","70 Stonewood","","susan.carroll","458.74"
"","Raleigh","P120-1206268","Approved","01/14/2025","S120-281402","Beazer Homes - Raleigh","70 Stonewood","","susan.carroll","13,807.61"
"","Raleigh","P120-1206111","Approved","01/14/2025","S120-281028","Beazer Homes - Raleigh","69 Stonewood","","susan.carroll","446.61"
"","Raleigh","P120-1206078","Approved","01/14/2025","S120-280879","Beazer Homes - Raleigh","69 Stonewood","","susan.carroll","12,379.41"
"","Raleigh","P120-1205393","Approved","01/10/2025","S120-279917","C. Herman - Raleigh","New Bern Crossings","","luz.arceo","22,032.80"
"","Raleigh","P120-1205384","Approved","01/10/2025","S120-279900","C. Herman - Raleigh","New Bern Crossings","","luz.arceo","21,027.10"
"","Raleigh","P120-1205369","Approved","01/10/2025","S120-279856","C. Herman - Raleigh","","","luz.arceo","20,362.50"
"","Raleigh","P120-1205347","Approved","01/10/2025","S120-279842","","New Bern Crossings","","luz.arceo","21,136.50"
"","Raleigh","P120-1205332","Approved","01/10/2025","S120-279799","C. Herman - Raleigh","New Bern Crossings","","luz.arceo","21,241.50"
"","Raleigh","P120-1201008","Approved","12/18/2024","S120-271783","C. Herman - Raleigh","New Bern Crossings","","luz.arceo","22,962.20"
"Beacon - BULK (Charleston)","Charleston","P129-1206205","Approved","01/14/2025","S129-281286","Samet Corporation - Charleston","Carnes Crossroads","","megan.wilson1","3,829.50"
"Beacon - Stanley Martin","Columbia","P130-1205820","Approved","01/13/2025","S130-280685","Stanley Martin Homes - Columbia","390 Ridge at Longview","","joseph.green","10.47"
"","Columbia","P130-1205814","Approved","01/13/2025","S130-280681","Stanley Martin Homes - Columbia","293 Terrace at Longview","","joseph.green","20.94"
"","Columbia","P130-1204732","Approved","01/08/2025","S130-278864","Stanley Martin Homes - Columbia","380 Ridge at Longview","","joseph.green","3,053.50"
"","Columbia","P130-1204466","Approved","01/07/2025","S130-278392","Stanley Martin Homes - Columbia","379 Ridge at Longview","","joseph.green","3,775.97"
"","Columbia","P130-1204410","Approved","01/07/2025","S130-278246","Stanley Martin Homes - Columbia","378 Ridge at Longview","","joseph.green","2,558.06"
"","Columbia","P130-1204334","Approved","01/07/2025","S130-278193","Stanley Martin Homes - Columbia","18 Garners Mill","","joseph.green","3,410.01"
"","Columbia","P130-1203796","Approved","01/06/2025","S130-277442","Stanley Martin Homes - Columbia","337 Terrace at Longview","","joseph.green","2,959.64"
"","Columbia","P130-1203721","Approved","01/03/2025","S130-277369","Stanley Martin Homes - Columbia","293 Terrace at Longview","","joseph.green","2,839.48"
"","Columbia","P130-1203689","Approved","01/03/2025","S130-277313","Stanley Martin Homes - Columbia","388 Ridge at Longview","","joseph.green","2,077.51"
"","Columbia","P130-1203498","Approved","01/02/2025","S130-276894","Stanley Martin Homes - Columbia","390 Ridge at Longview","","joseph.green","2,577.54"
"","Columbia","P130-1203458","Approved","01/02/2025","S130-276765","Stanley Martin Homes - Columbia","387 Ridge at Longview","","joseph.green","3,235.10"
"","Columbia","P130-1203424","Approved","01/02/2025","S130-276676","Stanley Martin Homes - Columbia","386 Ridge at Longview","","joseph.green","2,924.00"
"Builders FirstSource","Charleston","P129-1206425","Approved","01/15/2025","S129-281618","Stanley Martin Homes - Charleston","495 Oldfield","","megan.wilson1","82.88"
"","Charleston","P129-1206267","Approved","01/14/2025","S129-281428","Stanley Martin Homes - Charleston","446 OLDFIELD","","megan.wilson1","0.00"
"","Charleston","P129-1202256","Approved","12/23/2024","S129-274609","Stanley Martin Homes - Charleston","286 Oldfield","","megan.wilson1","134.99"
"Carolina Siding Contractors - Charleston","Charleston","P129-1203643","Approved","01/03/2025","S129-277225","Dan Ryan Builders - Charleston","224 Boykins Run","","jordan.adams","5,000.00"
"","Charleston","P129-1203640","Approved","01/03/2025","S129-277220","Dan Ryan Builders - Charleston","223 Boykins Run","","jordan.adams","3,000.00"
"","Charleston","P129-1203626","Approved","01/03/2025","S129-277210","Dan Ryan Builders - Charleston","222 Boykins Run","","jordan.adams","3,000.00"
"","Charleston","P129-1203623","Approved","01/03/2025","S129-277208","Dan Ryan Builders - Charleston","221 Boykins Run","","jordan.adams","3,000.00"
"","Charleston","P129-1203620","Approved","01/03/2025","S129-277202","Dan Ryan Builders - Charleston","220 Boykins Run","","jordan.adams","3,000.00"
"","Charleston","P129-1203619","Approved","01/03/2025","S129-277197","Dan Ryan Builders - Charleston","219 Boykins Run","","jordan.adams","5,000.00"
"","Charleston","P129-1202184","Approved","12/20/2024","S129-274430","Lennar - Charleston","39 Patriot Park","","jordan.adams","2,900.00"
"","Charleston","P129-1202178","Approved","12/20/2024","S129-274425","Lennar - Charleston","38 Patriot Park","","jordan.adams","1,560.00"
"","Charleston","P129-1202175","Approved","12/20/2024","S129-274421","Lennar - Charleston","37 Patriot Park","","jordan.adams","1,200.00"
"","Charleston","P129-1202172","Approved","12/20/2024","S129-274419","Lennar - Charleston","36 Patriot Park","","jordan.adams","1,560.00"
"","Charleston","P129-1202170","Approved","12/20/2024","S129-274417","Lennar - Charleston","36 Patriot Park","","jordan.adams","1,560.00"
"","Charleston","P129-1202166","Approved","12/20/2024","S129-274410","Lennar - Charleston","35 Patriot Park","","jordan.adams","1,200.00"
"","Charleston","P129-1201809","Approved","12/19/2024","S129-273488","Ashton Woods - Charleston","1887 Nexton","","megan.wilson1","1,340.00"
"Colonial Materials","Raleigh","P120-1206317","Approved","01/14/2025","S120-281505","Thomas Construction Group - Raleigh","Acadia Healthcare","","luz.arceo","2,510.60"
"","Raleigh","P120-1205535","Approved","01/13/2025","S120-263395","Clancy & Theys Construction Company - Raleigh","ST. Albans","","luz.arceo","2,485.60"
"","Raleigh","P120-1203713","Approved","01/03/2025","S120-276434","DAVID WEEKLEY HOMES - RALEIGH","4534 Chatham Park Village Center","","faith.hudson","682.40"
"","Raleigh","P120-1202515","Approved","12/23/2024","S120-274932","Clancy & Theys Construction Company - Raleigh","ST. Albans","","luz.arceo","40,472.09"
"Contractor Nail & Tool","Charleston","P129-1207043","Approved","01/16/2025","S129-282467","Generation Homes - Charleston","330 7th Avenue","","megan.wilson1","237.95"
"","Charleston","P129-1206948","Approved","01/16/2025","S129-282281","Ashton Woods - Charleston","1533 Nexton","","megan.wilson1","188.95"
"","Charleston","P129-1206943","Approved","01/16/2025","S129-282247","Ashton Woods - Charleston","1549 Nexton","","megan.wilson1","139.95"
"","Charleston","P129-1206178","Approved","01/14/2025","S129-281174","Lennar - Charleston","438 Cypress Preserve Arbor","","megan.wilson1","196.00"
"","Charleston","P129-1206122","Approved","01/14/2025","S129-281066","Stanley Martin Homes - Charleston","446 OLDFIELD","","megan.wilson1","237.95"
"","Charleston","P129-1205298","Approved","01/10/2025","S129-279755","Samet Corporation - Charleston","Carnes Crossroads","","megan.wilson1","4,495.50"
"","Charleston","P129-1205201","Approved","01/09/2025","S129-279542","Samet Corporation - Charleston","Hutchinson Island","","megan.wilson1","1,399.00"
"","Charleston","P129-1204561","Approved","01/07/2025","S129-278667","Dan Ryan Builders - Charleston","7 Grants","","megan.wilson1","0.00"
"","Charleston","P129-1203697","Approved","01/03/2025","S129-277344","Ashton Woods - Charleston","1510 Nexton","","megan.wilson1","299.70"
"","Charleston","P129-1203645","Approved","01/03/2025","S129-277231","Ashton Woods - Charleston","1510 Nexton","","megan.wilson1","6.54"
"","Charleston","P129-1203453","Approved","01/02/2025","S129-276778","Dan Ryan Builders - Charleston","12 Grants Court","","megan.wilson1","75.95"
"","Charleston","P129-1203204","Approved","12/30/2024","S129-276363","Coastal Premier Homes (Arthur Rutenburg Franchise) - Charleston","","","megan.wilson1","98.00"
"","Charleston","P129-1201049","Approved","12/18/2024","S129-272554","Dan Ryan Builders - Charleston","46 Recess Pointe","","megan.wilson1","28.95"
"Diamond Hill Plywood","Raleigh","P120-1206716","Approved","01/15/2025","S120-281873","Adams Homes - South Raleigh Division","101 Annandale","","kristina.raynor.ral","965.11"
"","Raleigh","P120-1206357","Approved","01/15/2025","S120-281549","Adams Homes - South Raleigh Division","102 Annandale","","kristina.raynor.ral","909.16"
"","Raleigh","P120-1206169","Approved","01/14/2025","S120-279462","DAVID WEEKLEY HOMES - RALEIGH","4550 Chatham Park North Village","","linda.clifton","661.52"
"","Raleigh","P120-1206103","Approved","01/14/2025","S120-280942","Chesapeake Homes - Raleigh","28 Highgate","","linda.clifton","661.70"
"","Raleigh","P120-1205766","Approved","01/13/2025","S120-280503","Chesapeake Homes - Raleigh","23 Highgate","","linda.clifton","661.70"
"","Raleigh","P120-1205497","Approved","01/13/2025","S120-279920","DAVID WEEKLEY HOMES - RALEIGH","4533 Chatham Park Village","","linda.clifton","0.01"
"","Raleigh","P120-1205011","Approved","01/08/2025","S120-279161","UNIQUELY SOUTHERN HOMES LLC - Raleigh","33 Fynloch Chase","","ryka.heath","0.01"
"","Raleigh","P120-1201412","Approved","12/18/2024","S120-272722","DAVID WEEKLEY HOMES - RALEIGH","4548 Chatham Park Village Center","","linda.clifton","603.41"
"Four Seasons Building Products- Columbia","Columbia","P130-1206042","Approved","01/14/2025","S130-280926","Sycamore Homes, LLC - Columbia","114 Stewarts Landing","","joseph.green","730.65"
"","Columbia","P130-1204598","Approved","01/08/2025","S130-278726","Great Southern Homes - Columbia","56 Collins Cove","","joseph.green","194.89"
"","Columbia","P130-1204534","Approved","01/07/2025","S130-254035","Great Southern Homes - Columbia","54 Collins Cove","","joseph.green","607.92"
"","Columbia","P130-1204105","Approved","01/06/2025","S130-240853","Build On Your Land, LLC - Columbia","Hair","","kaitlyn.stewart","968.60"
"Green Construction NC, Inc.","Columbia","P130-1207003","Approved","01/16/2025","S130-282374","Lennar - Columbia","36 Taylor Hill Midlands","","kaitlyn.stewart","181.57"
"","Columbia","P130-1206869","Approved","01/15/2025","S130-282116","Lennar - Columbia","12 Taylor Hill Midlands","","kaitlyn.stewart","204.41"
"","Columbia","P130-1205450","Approved","01/10/2025","S130-280055","Lennar - Columbia","40 Taylor Hill Parks","","kaitlyn.stewart","181.57"
"","Columbia","P130-1205443","Approved","01/10/2025","S130-280036","Lennar - Columbia","76 Taylor Hill Parks","","kaitlyn.stewart","181.57"
"","Columbia","P130-1204688","Approved","01/08/2025","S130-241384","Birch Home Builders LLC - Columbia","118 Haven Circle","","kaitlyn.stewart","1,203.62"
"","Columbia","P130-1203243","Approved","12/30/2024","S130-276411","Lennar - Columbia","38 Taylor Hill Midlands","","kaitlyn.stewart","204.41"
"","Columbia","P130-1203137","Approved","12/27/2024","S130-276194","Lennar - Columbia","37 Taylor Hill Midlands","","kaitlyn.stewart","439.00"
"","Charlotte","P124-1207093","Approved","01/16/2025","S124-282568","Lennar - Charlotte","145 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1207027","Approved","01/16/2025","S124-282419","Lennar - Charlotte","155 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1206958","Approved","01/16/2025","S124-282296","Lennar - Charlotte","141 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1206930","Approved","01/16/2025","S124-282244","Lennar - Charlotte","156 Retreat at Cameron Commons","","gloria.martinez","264.00"
"","Charlotte","P124-1206262","Approved","01/14/2025","S124-281391","Lennar - Charlotte","169 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1206228","Approved","01/14/2025","S124-281317","Lennar - Charlotte","113 Roselyn Orchards","","gloria.martinez","264.00"
"","Charlotte","P124-1206154","Approved","01/14/2025","S124-281127","Lennar - Charlotte","112 Roselyn Meadows","","gloria.martinez","323.00"
"","Charlotte","P124-1206141","Approved","01/14/2025","S124-281101","Lennar - Charlotte","8 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1205936","Approved","01/13/2025","S124-280815","Lennar - Charlotte","15 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1205657","Approved","01/13/2025","S124-280485","Lennar - Charlotte","168 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1205613","Approved","01/13/2025","S124-280448","Lennar - Charlotte","154 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1205492","Approved","01/13/2025","S124-280137","Lennar - Charlotte","175 Summerlyn Village","","james.raby1","459.00"
"","Charlotte","P124-1205378","Approved","01/10/2025","S124-279898","Dream Finders Homes - Charlotte","39 Wingate","","nancy.gomez","264.00"
"","Charlotte","P124-1205366","Approved","01/10/2025","S124-279869","Stanley Martin Homes - Charlotte","55 Clairmont","","lisa.drye","177.00"
"","Charlotte","P124-1205176","Approved","01/09/2025","S124-279491","Lennar - Charlotte","6 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1205100","Approved","01/09/2025","S124-279363","Stanley Martin Homes - Charlotte","54 Clairmont","","lisa.drye","486.00"
"","Charlotte","P124-1205055","Approved","01/09/2025","S124-279259","Lennar - Charlotte","14 Winecoff Village","","james.raby1","264.00"
"","Charlotte","P124-1204974","Approved","01/08/2025","S124-279138","Stanley Martin Homes - Charlotte","53 Clairmont","","lisa.drye","90.00"
"","Charlotte","P124-1204894","Approved","01/08/2025","S124-278995","Lennar - Charlotte","166 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204859","Approved","01/08/2025","S124-278973","Lennar - Charlotte","165 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204826","Approved","01/08/2025","S124-278951","Lennar - Charlotte","164 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204722","Approved","01/08/2025","S124-278874","Mungo Homes - Charlotte","14 Sloan Station","","james.raby1","168.34"
"","Charlotte","P124-1204521","Approved","01/07/2025","S124-278563","Lennar - Charlotte","153 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1204264","Approved","01/06/2025","S124-278055","Lennar - Charlotte","176 Summerlyn Village","","james.raby1","132.00"
"","Charlotte","P124-1204174","Approved","01/06/2025","S124-277909","Lennar - Charlotte","151 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1204138","Approved","01/06/2025","S124-277857","Lennar - Charlotte","129 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204135","Approved","01/06/2025","S124-277848","Lennar - Charlotte","127 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204131","Approved","01/06/2025","S124-277844","Lennar - Charlotte","126 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204124","Approved","01/06/2025","S124-277837","Lennar - Charlotte","125 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204046","Approved","01/06/2025","S124-277776","Lennar - Charlotte","124 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204038","Approved","01/06/2025","S124-277766","Lennar - Charlotte","123 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204026","Approved","01/06/2025","S124-277761","Lennar - Charlotte","122 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204014","Approved","01/06/2025","S124-238769","Lennar - Charlotte","120 Retreat at Cameron Commons","","lisa.drye","101.55"
"","Charlotte","P124-1204013","Approved","01/06/2025","S124-277735","Lennar - Charlotte","195 Summerlyn Village","","james.raby1","635.25"
"","Charlotte","P124-1203976","Approved","01/06/2025","S124-277678","Lennar - Charlotte","146 Retreat at Cameron Commons","","gloria.martinez","264.00"
"","Charlotte","P124-1203884","Approved","01/06/2025","S124-277573","Mill Creek Residential - Charlotte","135 Amavi-3TH","","james.raby1","133.85"
"","Charlotte","P124-1203716","Approved","01/03/2025","S124-277381","Mill Creek Residential - Charlotte","134 Amavi-3TH","","james.raby1","133.85"
"","Charlotte","P124-1203679","Approved","01/03/2025","S124-277312","Mill Creek Residential - Charlotte","133 Amavi-3TH","","james.raby1","133.85"
"","Charlotte","P124-1203604","Approved","01/03/2025","S124-277145","Mill Creek Residential - Charlotte","132 Amavi-3TH","","james.raby1","133.85"
"","Charlotte","P124-1203519","Approved","01/02/2025","S124-277008","Mill Creek Residential - Charlotte","131 Amavi-3TH","","james.raby1","133.85"
"","Charlotte","P124-1203512","Approved","01/02/2025","S124-276987","Stanley Martin Homes - Charlotte","213 Heritage","","lisa.drye","663.00"
"","Charlotte","P124-1203474","Approved","01/02/2025","S124-276815","Stanley Martin Homes - Charlotte","214 Heritage","","lisa.drye","618.00"
"","Charlotte","P124-1203448","Approved","01/02/2025","S124-276774","Mill Creek Residential - Charlotte","130 Amavi-3TH","","james.raby1","267.70"
"","Charlotte","P124-1203383","Approved","01/02/2025","S124-276654","Lennar - Charlotte","155 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1203319","Approved","01/02/2025","S124-276570","Lennar - Charlotte","186 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1203278","Approved","12/30/2024","S124-276467","Lennar - Charlotte","161 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1203270","Approved","12/30/2024","S124-276461","Pulte Home Company, LLC  - Charlotte","167 Bryton","","marjan.rakhshani","528.00"
"","Charlotte","P124-1203268","Approved","12/30/2024","S124-276457","Pulte Home Company, LLC  - Charlotte","130 Bryton","","marjan.rakhshani","396.00"
"","Charlotte","P124-1203264","Approved","12/30/2024","S124-276439","Stanley Martin Homes - Charlotte","56 Clairmont","","lisa.drye","354.00"
"","Charlotte","P124-1203156","Approved","12/27/2024","S124-276246","Stanley Martin Homes - Charlotte","57 Clairmont","","lisa.drye","486.00"
"","Charlotte","P124-1203155","Finalized","12/27/2024","S124-276246","Stanley Martin Homes - Charlotte","57 Clairmont","","lisa.drye","90.00"
"","Charlotte","P124-1203151","Approved","12/27/2024","S124-276237","Stanley Martin Homes - Charlotte","59 Clairmont","","lisa.drye","264.00"
"","Charlotte","P124-1203082","Approved","12/27/2024","S124-276107","Lennar - Charlotte","13 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1202898","Approved","12/26/2024","S124-275819","Lennar - Charlotte","252 Shannon Woods","","nancy.gomez","153.00"
"","Charlotte","P124-1202895","Approved","12/26/2024","S124-275808","Lennar - Charlotte","5 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1202540","Approved","12/23/2024","S124-275003","Lennar - Charlotte","154 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1202441","Approved","12/23/2024","S124-274884","Lennar - Charlotte","147 Retreat at Cameron Commons","","gloria.martinez","264.00"
"","Charlotte","P124-1202436","Approved","12/23/2024","S124-274888","Lennar - Charlotte","187 Sullivan Farm","","james.raby1","264.00"
"","Charlotte","P124-1202338","Approved","12/23/2024","S124-274768","Lennar - Charlotte","197 Summerlyn Village","","james.raby1","459.00"
"","Charlotte","P124-1202278","Approved","12/23/2024","S124-274635","Lennar - Charlotte","147 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1202131","Approved","12/20/2024","S124-274332","Lennar - Charlotte","4 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1202108","Approved","12/20/2024","S124-274278","Lennar - Charlotte","148 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1202070","Approved","12/20/2024","S124-274195","Lennar - Charlotte","150 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1202062","Approved","12/20/2024","S124-274176","Lennar - Charlotte","41 Bell Farm","","james.raby1","396.00"
"","Charlotte","P124-1201882","Approved","12/19/2024","S124-273651","Lennar - Charlotte","3 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1201849","Approved","12/19/2024","S124-273543","Lennar - Charlotte","160 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1201789","Approved","12/19/2024","S124-273452","Lennar - Charlotte","12 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1201707","Approved","12/19/2024","S124-273246","Lennar - Charlotte","11 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1201335","Approved","12/18/2024","S124-272176","Stanley Martin Homes - Charlotte","69 Clairmont","","lisa.drye","90.00"
"Guy C Lee - Millwork","Raleigh","P120-1206426","Approved","01/15/2025","S120-267854","Pulte Home Company, LLC  - Raleigh","382 Vineyards @ Chatham Park","","patricia.johnson","140.00"
"","Raleigh","P120-1206323","Approved","01/15/2025","S120-261803","Lennar - Raleigh","186 Annandale","","britney.pierson","115.00"
"","Raleigh","P120-1206296","Approved","01/14/2025","S120-268290","Lennar - Raleigh","185 Annandale","","britney.pierson","140.00"
"","Raleigh","P120-1205935","Approved","01/13/2025","S120-255654","Pulte Home Company, LLC  - Raleigh","379 Vineyards @ Chatham Park","","patricia.johnson","180.00"
"","Raleigh","P120-1203650","Approved","01/03/2025","S120-277242","Great Southern Homes - Raleigh","19 Griffon Pointe","","linda.clifton","180.00"
"","Raleigh","P120-1203644","Approved","01/03/2025","S120-277227","Great Southern Homes - Raleigh","12 Griffon Pointe","","linda.clifton","140.00"
"","Raleigh","P120-1203637","Approved","01/03/2025","","","","","linda.clifton","140.00"
"","Raleigh","P120-1203614","Approved","01/03/2025","S120-277157","Great Southern Homes - Raleigh","11 Griffon Pointe","","linda.clifton","180.00"
"","Raleigh","P120-1203582","Approved","01/03/2025","S120-277132","Great Southern Homes - Raleigh","10 Griffon Pointe","","linda.clifton","140.00"
"Guy C Lee - Mount Pleasant","Charleston","P129-1207132","Approved","01/16/2025","S129-282608","Ashton Woods - Charleston","1549 Nexton","","megan.wilson1","82.55"
"","Charleston","P129-1207081","Approved","01/16/2025","S129-282437","Ashton Woods - Charleston","1539 Nexton","","megan.wilson1","1,016.22"
"","Charleston","P129-1207053","Approved","01/16/2025","S129-282363","Ashton Woods - Charleston","1510 Nexton","","megan.wilson1","3,720.31"
"","Charleston","P129-1206472","Approved","01/15/2025","S129-281636","","1512 Nexton","","megan.wilson1","46.14"
"","Charleston","P129-1206152","Approved","01/14/2025","S129-281116","Generation Homes - Charleston","5158 Forest Oaks","","megan.wilson1","2,025.00"
"","Charleston","P129-1206146","Approved","01/14/2025","S129-281097","O'Connor Homes, INC - Charleston","2405 Kemway","","megan.wilson1","87.32"
"","Charleston","P129-1206089","Approved","01/14/2025","S129-280982","Dan Ryan Builders - Charleston","7 Grants","","megan.wilson1","82.32"
"","Charleston","P129-1205984","Approved","01/13/2025","S129-280859","Generation Homes - Charleston","330 7th Avenue","","megan.wilson1","1,309.01"
"","Charleston","P129-1205439","Approved","01/10/2025","S129-279997","Dan Ryan Builders - Charleston","8 Grants Court","","megan.wilson1","101.55"
"","Charleston","P129-1203612","Approved","01/03/2025","S129-277176","Dan Ryan Builders - Charleston","7 Grants","","megan.wilson1","3,082.51"
"","Charleston","P129-1203607","Approved","01/03/2025","S129-277168","Dan Ryan Builders - Charleston","7 Grants","","megan.wilson1","50.67"
"","Charleston","P129-1203259","Approved","12/30/2024","S129-276403","Ashton Woods - Charleston","1512 Nexton","","megan.wilson1","563.48"
"Guzman Exterior Services, LLC","Charleston","P129-1206603","Approved","01/15/2025","S129-281778","C. Herman - Charleston","One Nexton","","megan.wilson1","50,000.00"
"","Charleston","P129-1204980","Approved","01/08/2025","S129-273760","C. Herman - Charleston","One Nexton","","janine.lacertosa","1,400.00"
"","Charleston","P129-1202826","Approved","12/23/2024","S129-275460","Stanley Martin Homes - Charleston","286 Oldfield","","megan.wilson1","1,950.00"
"","Charleston","P129-1202825","Approved","12/23/2024","S129-275455","Stanley Martin Homes - Charleston","290 Oldfield","","megan.wilson1","1,500.00"
"","Charleston","P129-1202809","Approved","12/23/2024","S129-275374","Samet Corporation - Charleston","Hutchinson Island","","jordan.adams","12,500.00"
"","Charleston","P129-1201245","Approved","12/18/2024","S129-272752","Samet Corporation - Charleston","Hutchinson Island","","megan.wilson1","40,000.00"
"JTB Siding & Construction LLC","Charleston","P129-1206610","Approved","01/15/2025","S129-281781","Samet Corporation - Charleston","Carnes Crossroads","","megan.wilson1","30,000.00"
"Lansing Building Products","Myrtle Beach","P134-1206632","Approved","01/15/2025","S134-281746","Lennar - Myrtle Beach","290 Splendor Circle","","christine.podlesny","622.93"
"","Columbia","P130-1206331","Approved","01/15/2025","S130-281510","Great Southern Homes - Columbia","75 Collins Cove","","joseph.green","8,199.62"
"","Columbia","P130-1206327","Approved","01/15/2025","S130-281525","Great Southern Homes - Columbia","75 Collins Cove","","joseph.green","117.92"
"","Columbia","P130-1204147","Approved","01/06/2025","S130-277798","Great Southern Homes - Columbia","70 Rolling Hills","","joseph.green","1,695.99"
"","Columbia","P130-1204144","Approved","01/06/2025","S130-277864","Great Southern Homes - Columbia","70 Rolling Hills","","joseph.green","96.07"
"","Charleston","P129-1207131","Approved","01/16/2025","S129-282608","Ashton Woods - Charleston","1549 Nexton","","megan.wilson1","1,098.32"
"","Charleston","P129-1207079","Approved","01/16/2025","S129-282437","Ashton Woods - Charleston","1539 Nexton","","megan.wilson1","16,518.14"
"","Charleston","P129-1207051","Approved","01/16/2025","S129-282363","Ashton Woods - Charleston","1510 Nexton","","megan.wilson1","19,910.68"
"","Charleston","P129-1205860","Approved","01/13/2025","S129-280725","Dan Ryan Builders - Charleston","23 Marshes at O'Hear","","megan.wilson1","237.84"
"","Charleston","P129-1205283","Approved","01/10/2025","S129-279726","Ashton Woods - Charleston","1512 Nexton","","megan.wilson1","846.88"
