"03-27-2025","Open PO Report by Vendor, Salesman, Date Created","From:01-27-2025 To 03-27-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Raleigh","P120-1223833","Approved","03/21/2025","S120-311015","RiverWild Homes - Raleigh","122 Ashcroft","","kristina.raynor.ral","230.78"
"","Raleigh","P120-1223821","Approved","03/21/2025","S120-310981","Adams Homes - North Raleigh Division","19 Magnolia Estates","","ryka.heath","3,136.25"
"","Raleigh","P120-1223810","Approved","03/21/2025","S120-310931","Lennar - Raleigh","12 Finley Landing","","britney.pierson","1,053.67"
"","Raleigh","P120-1223809","Approved","03/21/2025","S120-310957","Adams Homes - North Raleigh Division","20 Magnolia Estates","","ryka.heath","3,011.47"
"","Raleigh","P120-1223787","Order Partially Received","03/21/2025","S120-310921","Cumberland Homes (TMD Res.) - Raleigh","1 Shade Tree Road","","kristina.raynor.ral","582.12"
"","Raleigh","P120-1223786","Approved","03/21/2025","S120-310885","Adams Homes - North Raleigh Division","28 Magnolia Estates","","ryka.heath","4,344.85"
"","Raleigh","P120-1223767","Approved","03/21/2025","S120-310878","RiverWild Homes - Raleigh","1 Meadow Crest","","kristina.raynor.ral","159.75"
"","Raleigh","P120-1223765","Approved","03/21/2025","S120-310806","Lennar - Raleigh","831 Edge of Auburn","","britney.pierson","1,889.08"
"","Raleigh","P120-1223742","Finalized","03/21/2025","S120-310504","Meritage - Raleigh","130 River Glen","","linda.clifton","4,437.21"
"","Raleigh","P120-1223716","Approved","03/21/2025","S120-310754","Stanley Martin Homes - Raleigh","196 Falls Village","","ryka.heath","6,514.85"
"","Raleigh","P120-1223657","Approved","03/20/2025","S120-310624","Lennar - Raleigh","885 Edge of Auburn","","britney.pierson","1,506.21"
"","Raleigh","P120-1223630","Approved","03/20/2025","S120-310510","Lennar - Raleigh","11 Finley Landing","","britney.pierson","1,021.39"
"","Raleigh","P120-1223627","Approved","03/20/2025","S120-310519","KB Home - Raleigh","38 Stanat Place TH","","ashley.weaver","128.72"
"","Raleigh","P120-1223621","Approved","03/20/2025","S120-310529","New Home Inc. LLC - Raleigh","7 Sippihaw Springs","","ryka.heath","5,269.36"
"","Raleigh","P120-1223609","Approved","03/20/2025","S120-310517","Vanir Installed Sales Raleigh - House Account","Truck Supplies","","kristina.raynor.ral","285.02"
"","Raleigh","P120-1223591","Approved","03/20/2025","S120-310356","Lennar - Raleigh","232 Annandale","","britney.pierson","1,186.31"
"","Raleigh","P120-1223563","Approved","03/20/2025","S120-310421","Adams Homes - South Raleigh Division","47 Elk Creek","","kristina.raynor.ral","10.54"
"","Raleigh","P120-1223511","Approved","03/20/2025","S120-310264","Meritage - Raleigh","315 Oak Manor","","linda.clifton","4,892.75"
"","Raleigh","P120-1223508","Approved","03/20/2025","S120-310267","New Home Inc. LLC - Raleigh","35 Gardner Farms","","ryka.heath","5,185.71"
"","Raleigh","P120-1223427","Approved","03/20/2025","S120-310094","Meritage - Raleigh","314 Oak Manor","","linda.clifton","4,268.16"
"","Raleigh","P120-1223228","Approved","03/19/2025","S120-309828","Hoeken Design Build - Raleigh","116 Chesnut","","patricia.johnson","10,492.73"
"","Raleigh","P120-1223205","Approved","03/19/2025","S120-309785","Meritage - Raleigh","313 Oak Manor","","linda.clifton","5,466.79"
"","Raleigh","P120-1223185","Approved","03/19/2025","S120-309805","New Home Inc. LLC - Raleigh","36 Duncans Creek","","ryka.heath","4,029.49"
"","Raleigh","P120-1223056","Approved","03/19/2025","S120-309663","New Home Inc. LLC - Raleigh","45 Duncans Creek","","ryka.heath","5,048.64"
"","Raleigh","P120-1223031","Approved","03/19/2025","S120-309566","Meritage - Raleigh","312 Oak Manor","","kristina.raynor.ral","4,133.58"
"","Raleigh","P120-1223016","Approved","03/19/2025","S120-309609","Meritage - Raleigh","316 Oak Manor","","linda.clifton","4,357.14"
"","Raleigh","P120-1222818","Approved","03/19/2025","S120-309376","Caruso Homes, Inc. - Raleigh","13 Raleigh","","linda.clifton","12,163.52"
"","Raleigh","P120-1222717","Approved","03/18/2025","S120-309132","Meritage - Raleigh","317 Oak Manor","","linda.clifton","5,296.18"
"","Raleigh","P120-1222676","Approved","03/18/2025","S120-309050","Lennar - Raleigh","864 Edge of Auburn","","britney.pierson","1,621.02"
