"03-27-2025","Open PO Report by Vendor, Salesman, Date Created","From:01-27-2025 To 03-27-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Raleigh","P120-1219646","Approved","03/06/2025","S120-304088","Taylor Morrison - Raleigh","112 Trails at Young Farm","","marcie.godfrey","9,072.82"
"","Raleigh","P120-1219144","Approved","03/05/2025","S120-303427","Taylor Morrison - Raleigh","153 Trails at Young Farm","","marcie.godfrey","12,329.63"
"","Raleigh","P120-1218968","Approved","03/05/2025","S120-303168","Mckee Homes - Raleigh","48 Page Townes TH","","faith.hudson","10,853.61"
"","Raleigh","P120-1218945","Approved","03/04/2025","S120-303166","Mckee Homes - Raleigh","47 Page Townes TH","","faith.hudson","6,011.10"
"","Raleigh","P120-1218943","Approved","03/04/2025","S120-303161","Mckee Homes - Raleigh","46 Page Townes TH","","faith.hudson","10,350.37"
"","Raleigh","P120-1218853","Approved","03/04/2025","S120-302795","Adams Homes - South Raleigh Division","126 Annandale","","faith.hudson","7,496.21"
"","Raleigh","P120-1218719","Approved","03/04/2025","S120-302423","Adams Homes - South Raleigh Division","123 Annandale","","faith.hudson","6,542.16"
"","Raleigh","P120-1218589","Approved","03/03/2025","S120-302196","Adams Homes - South Raleigh Division","244 Annandale","","faith.hudson","6,565.64"
"","Raleigh","P120-1218537","Approved","03/03/2025","","Adams Homes - South Raleigh Division","","","faith.hudson","6,532.84"
"","Raleigh","P120-1218425","Approved","03/03/2025","S120-301275","Adams Homes - South Raleigh Division","106 Annandale","","faith.hudson","7,746.18"
"","Raleigh","P120-1217000","Approved","02/26/2025","S120-299385","Taylor Morrison - Raleigh","152 Trails at Young","","marcie.godfrey","207.93"
"","Raleigh","P120-1216894","Approved","02/25/2025","S120-299136","Taylor Morrison - Raleigh","152 Trails at Young","","marcie.godfrey","7,804.03"
"","Raleigh","P120-1216737","Approved","02/25/2025","S120-298799","Taylor Morrison - Raleigh","171 Trails at Young Farm","","marcie.godfrey","11,060.32"
"","Raleigh","P120-1215639","Approved","02/19/2025","S120-296514","Taylor Morrison - Raleigh","121 Hickory Grove","","marcie.godfrey","8,132.16"
"","Raleigh","P120-1215410","Approved","02/19/2025","S120-296140","Taylor Morrison - Raleigh","111 Hickory Grove","","marcie.godfrey","11,129.56"
"","Raleigh","P120-1215226","Approved","02/18/2025","S120-295865","Taylor Morrison - Raleigh","186 Trails at Young Farm","","marcie.godfrey","12,506.68"
"","Raleigh","P120-1215016","Approved","02/17/2025","S120-295349","Taylor Morrison - Raleigh","110 Hickory Grove","","marcie.godfrey","9,783.47"
"","Raleigh","P120-1214727","Approved","02/17/2025","S120-295088","Taylor Morrison - Raleigh","151 Trails at Young Farm","","marcie.godfrey","8,725.53"
"","Raleigh","P120-1213722","Approved","02/12/2025","S120-293235","Dream Finders Homes - Raleigh","449 Paddington Station 30'","","marcie.godfrey","8,913.93"
"","Raleigh","P120-1212462","Approved","02/06/2025","S120-282665","Stanley Martin Homes - Raleigh","31 Raven Ridge Place TH","","faith.hudson","10,110.86"
"","Raleigh","P120-1212419","Approved","02/06/2025","S120-282658","Stanley Martin Homes - Raleigh","30 Raven Ridge Place TH","","faith.hudson","7,825.22"
"","Raleigh","P120-1212399","Approved","02/06/2025","S120-282668","Stanley Martin Homes - Raleigh","29 Raven Ridge Place TH","","faith.hudson","7,684.93"
"","Raleigh","P120-1212375","Approved","02/06/2025","S120-282563","Stanley Martin Homes - Raleigh","28 Raven Ridge Place TH","","faith.hudson","10,082.25"
"","Raleigh","P120-1212286","Approved","02/06/2025","S120-290767","Stanley Martin Homes - Raleigh","32 Raven Ridge Place TH","","faith.hudson","3,701.97"
"","Raleigh","P120-1211449","Approved","02/04/2025","S120-289672","Dream Finders Homes - Raleigh","448 Paddington Station","","marcie.godfrey","9,315.15"
"","Raleigh","P120-1210174","Approved","01/30/2025","S120-287838","Mckee Homes - Raleigh","45 Page Townes TH","","faith.hudson","10,756.32"
"","Raleigh","P120-1210153","Approved","01/30/2025","S120-287805","Mckee Homes - Raleigh","44 Page Townes TH","","faith.hudson","6,011.10"
"","Raleigh","P120-1210141","Approved","01/29/2025","S120-287696","Mckee Homes - Raleigh","43 Page Townes TH","","faith.hudson","10,258.08"
"","Raleigh","P120-1209691","Approved","01/28/2025","S120-286901","Dream Finders Homes - Raleigh","447 Paddington Station","","marcie.godfrey","7,453.62"
"Lansing Building Products - Lennar","Charlotte","P124-1224881","Approved","03/25/2025","S124-312954","Lennar - Charlotte","171 Sullivan Farm","","lisa.drye","68.61"
"","Charlotte","P124-1223201","Approved","03/19/2025","S124-309337","Dream Finders Homes - Charlotte","18 Wingate","","lisa.drye","567.00"
"Lansing Building Products - Myrtle Beach","Myrtle Beach","P134-1225462","Approved","03/26/2025","S134-313854","Chesapeake Homes - Myrtle Beach","790 Waterbridge","","maria.perdomo","527.40"
"","Myrtle Beach","P134-1225382","Approved","03/26/2025","S134-313746","Chesapeake Homes - Myrtle Beach","626 Waterbridge","","kelly.walker","527.40"
"","Myrtle Beach","P134-1217937","Approved","02/28/2025","S134-301405","Lennar - Myrtle Beach","5 Hunters Trace","","kelly.walker","5.08"
"","Myrtle Beach","P134-1213652","Order Partially Received","02/12/2025","S134-293170","Chesapeake Homes - Myrtle Beach","179 Bridgewater Grandview","","maria.perdomo","254.91"
"","Myrtle Beach","P134-1211641","Finalized","02/05/2025","S134-289969","Chesapeake Homes - Myrtle Beach","796 Waterbridge","","maria.perdomo","421.92"
"","Myrtle Beach","P134-1210231","Approved","01/30/2025","S134-287923","Meritage - Myrtle Beach","34 Waterside","","kelly.walker","123.20"
"Lansing Building Products - PULTE HOMES","Wilmington","P126-1225557","Approved","03/26/2025","S126-313917","Pulte Home Company, LLC  - Wilmington","1203 Riverlights Haven Pass.","","angel.wilmington","5,623.95"
"","Wilmington","P126-1225547","Approved","03/26/2025","S126-313896","Pulte Home Company, LLC  - Wilmington","1121 Riverlights Haven Pass.","","angel.wilmington","5,092.91"
"","Wilmington","P126-1225535","Approved","03/26/2025","S126-313856","Pulte Home Company, LLC  - Wilmington","1119 Riverlights Haven Pass.","","angel.wilmington","4,609.59"
"","Wilmington","P126-1225508","Approved","03/26/2025","S126-313835","Pulte Home Company, LLC  - Wilmington","1117 Riverlights Haven Pass.","","angel.wilmington","5,479.19"
"","Wilmington","P126-1224846","Approved","03/25/2025","S126-312763","Pulte Home Company, LLC  - Wilmington","1282 Riverlights Haven Exp.","","angel.wilmington","6,646.17"
"","Wilmington","P126-1224837","Approved","03/25/2025","S126-312746","Pulte Home Company, LLC  - Wilmington","1279 Riverlights Haven Exp.","","angel.wilmington","6,712.74"
"","Wilmington","P126-1224826","Approved","03/25/2025","S126-312728","Pulte Home Company, LLC  - Wilmington","1263 Riverlights Haven Exp.","","angel.wilmington","6,846.62"
"","Wilmington","P126-1224736","Approved","03/25/2025","S126-312409","Pulte Home Company, LLC  - Wilmington","1262 Riverlights Haven Exp.","","angel.wilmington","6,654.72"
"","Wilmington","P126-1224732","Approved","03/25/2025","S126-312372","Pulte Home Company, LLC  - Wilmington","1259 Riverlights Haven Exp.","","angel.wilmington","6,431.37"
"","Wilmington","P126-1224728","Approved","03/25/2025","S126-312350","Pulte Home Company, LLC  - Wilmington","1243 Riverlights Haven Exp.","","angel.wilmington","6,489.11"
"","Wilmington","P126-1224725","Approved","03/25/2025","S126-312262","Pulte Home Company, LLC  - Wilmington","1114 Riverlights Haven Exp.","","angel.wilmington","6,353.59"
"","Wilmington","P126-1223502","Approved","03/20/2025","S126-310252","Pulte Home Company, LLC  - Wilmington","962 Riverlights Conventional","","angel.wilmington","8,594.15"
"","Wilmington","P126-1223429","Approved","03/20/2025","S126-310119","Pulte Home Company, LLC  - Wilmington","1270 Riverlights Haven Exp.","","angel.wilmington","6,221.38"
"","Wilmington","P126-1217284","Approved","02/26/2025","S126-299659","Pulte Home Company, LLC  - Wilmington","1041 Riverlights Continua","","angel.wilmington","6,951.55"
"","Wilmington","P126-1213543","Approved","02/11/2025","S126-292856","Pulte Home Company, LLC  - Wilmington","1277 Riverlights Haven Exp.","","angel.wilmington","5,476.90"
"","Wilmington","P126-1213361","Approved","02/11/2025","S126-292539","Pulte Home Company, LLC  - Wilmington","1264 Riverlights Haven Exp.","","angel.wilmington","7,824.37"
"","Raleigh","P120-1224782","Approved","03/25/2025","S120-312604","Pulte Home Company, LLC  - Raleigh","350 Carolina Overlook","","patricia.johnson","8,715.67"
"","Raleigh","P120-1224521","Approved","03/24/2025","S120-311955","Pulte Home Company, LLC  - Raleigh","299 Carolina Overlook","","ryka.heath","7,643.93"
"","Raleigh","P120-1224497","Approved","03/24/2025","S120-311847","Pulte Home Company, LLC  - Raleigh","296 Carolina Overlook","","ryka.heath","5,901.49"
"","Raleigh","P120-1224448","Approved","03/24/2025","S120-311742","Pulte Home Company, LLC  - Raleigh","294 Carolina Overlook","","ryka.heath","5,335.93"
"","Raleigh","P120-1224287","Approved","03/24/2025","S120-311545","Pulte Home Company, LLC  - Raleigh","293 Carolina Overlook","","ryka.heath","5,571.70"
"","Raleigh","P120-1224017","Approved","03/24/2025","S120-311269","Pulte Home Company, LLC  - Raleigh","367 Carolina Overlook","","patricia.johnson","6,743.32"
"","Raleigh","P120-1223978","Approved","03/24/2025","S120-311195","Pulte Home Company, LLC  - Raleigh","355 Carolina Overlook","","patricia.johnson","6,206.20"
"","Raleigh","P120-1222856","Approved","03/19/2025","S120-309309","Pulte Home Company, LLC  - Raleigh","346 Vineyards @ Chatham Park","","patricia.johnson","10,916.96"
"","Raleigh","P120-1222579","Approved","03/18/2025","S120-308890","Pulte Home Company, LLC  - Raleigh","100 Providence Oaks","","patricia.johnson","7,504.39"
"","Raleigh","P120-1222515","Approved","03/18/2025","S120-307999","Pulte Home Company, LLC  - Raleigh","375 Carolina Overlook","","patricia.johnson","8,414.76"
"","Raleigh","P120-1222427","Approved","03/17/2025","S120-308607","Pulte Home Company, LLC  - Raleigh","50 Providence Oaks","","patricia.johnson","7,121.06"
"","Raleigh","P120-1220813","Approved","03/11/2025","S120-306086","Pulte Home Company, LLC  - Raleigh","361 Carolina Overlook","","patricia.johnson","7,509.17"
"","Raleigh","P120-1220794","Approved","03/11/2025","S120-306047","Pulte Home Company, LLC  - Raleigh","360 Carolina Overlook","","patricia.johnson","9,045.01"
"","Raleigh","P120-1219860","Approved","03/07/2025","S120-304532","Pulte Home Company, LLC  - Raleigh","17 Carolina Overlook Twin Villas","","patricia.johnson","4,161.57"
"","Raleigh","P120-1219816","Approved","03/07/2025","S120-304478","Pulte Home Company, LLC  - Raleigh","16 Carolina Overlook TV","","patricia.johnson","3,765.57"
"","Raleigh","P120-1218972","Approved","03/05/2025","S120-303066","Pulte Home Company, LLC  - Raleigh","99 Providence Oaks","","patricia.johnson","5,732.88"
"","Raleigh","P120-1218885","Approved","03/04/2025","S120-302965","Pulte Home Company, LLC  - Raleigh","21 Providence Oaks","","patricia.johnson","5,882.22"
"","Raleigh","P120-1218750","Approved","03/04/2025","S120-302526","Pulte Home Company, LLC  - Raleigh","19 Providence Oaks","","patricia.johnson","6,707.08"
"","Raleigh","P120-1218710","Approved","03/04/2025","S120-302431","Pulte Home Company, LLC  - Raleigh","383 Vineyards @ Chatham Park","","patricia.johnson","11,674.35"
"","Raleigh","P120-1217879","Approved","02/28/2025","S120-301316","Pulte Home Company, LLC  - Raleigh","23 Providence Oaks","","patricia.johnson","7,286.92"
"","Raleigh","P120-1217088","Approved","02/26/2025","S120-299468","Pulte Home Company, LLC  - Raleigh","49 Providence Oaks","","patricia.johnson","7,502.91"
"","Raleigh","P120-1216713","Approved","02/25/2025","S120-298647","Pulte Home Company, LLC  - Raleigh","380 Vineyards @ Chatham Park","","patricia.johnson","10,536.72"
"Lansing Building Products - Toll Brothers","Myrtle Beach","P134-1214060","Approved","02/12/2025","S134-293662","Toll Brothers - Myrtle Beach","150 Ocean Isle Palms","","maria.perdomo","7,870.29"
"","Myrtle Beach","P134-1213736","Approved","02/12/2025","S134-293244","Toll Brothers - Myrtle Beach","149 Ocean Isle Palms","","kelly.walker","9,722.30"
"","Myrtle Beach","P134-1213664","Approved","02/12/2025","S134-293072","Toll Brothers - Myrtle Beach","148 Ocean Isle Palms","","maria.perdomo","10,856.79"
"","Greenville","P121-1218639","Approved","03/03/2025","S121-302268","Toll Brothers - Greenville","32 Woodcrest Hills","","carrington.fleming","4,010.35"
"","Greenville","P121-1218590","Approved","03/03/2025","S121-302134","Toll Brothers - Greenville","33 Woodcrest Hills","","carrington.fleming","4,072.49"
"","Greenville","P121-1217697","Approved","02/27/2025","S121-300894","Toll Brothers - Greenville","39 Woodcrest Hills","","carrington.fleming","3,840.39"
"","Greenville","P121-1217629","Approved","02/27/2025","S121-300571","Toll Brothers - Greenville","19 Woodcrest Hills","","carrington.fleming","4,072.47"
"","Greenville","P121-1215858","Approved","02/20/2025","S121-297080","Toll Brothers - Greenville","38 Woodcrest Hills","","carrington.fleming","4,237.04"
"","Greenville","P121-1214052","Approved","02/12/2025","S121-293640","Toll Brothers - Greenville","25 Woodcrest Hills","","carrington.fleming","4,089.64"
"","Greenville","P121-1213987","Approved","02/12/2025","S121-293535","Toll Brothers - Greenville","18 Woodcrest Hills","","carrington.fleming","4,370.59"
"","Greenville","P121-1213906","Approved","02/12/2025","S121-293414","Toll Brothers - Greenville","26 Woodcrest Hills","","carrington.fleming","3,831.44"
"","Greenville","P121-1212646","Approved","02/07/2025","S121-291459","Toll Brothers - Greenville","16 Woodcrest Hills","","carrington.fleming","4,297.39"
"","Greenville","P121-1212325","Approved","02/06/2025","S121-290758","Toll Brothers - Greenville","24 Woodcrest Hills","","carrington.fleming","4,198.22"
"Lansing Building Products- Great Southern Homes","Myrtle Beach","P134-1225596","Approved","03/26/2025","S134-313983","Great Southern Homes - Myrtle Beach","82 Avery Woods","","kelly.walker","3,715.49"
"","Myrtle Beach","P134-1224867","Approved","03/25/2025","S134-312820","Great Southern Homes - Myrtle Beach","4 Westfield","","kelly.walker","3,991.55"
"","Myrtle Beach","P134-1224774","Approved","03/25/2025","S134-312564","Great Southern Homes - Myrtle Beach","S4 Huckleberry Lane","","kelly.walker","4,172.85"
"","Myrtle Beach","P134-1223827","Approved","03/21/2025","S134-310989","Great Southern Homes - Myrtle Beach","S1 Huckleberry Lane","","kelly.walker","3,841.69"
"","Myrtle Beach","P134-1218747","Approved","03/04/2025","S134-302257","Great Southern Homes - Myrtle Beach","79 Avery Woods","","kelly.walker","5,486.54"
"","Myrtle Beach","P134-1218369","Approved","03/03/2025","S134-301891","Great Southern Homes - Myrtle Beach","5 Westfield","","kelly.walker","3,519.72"
"","Myrtle Beach","P134-1216098","Approved","02/24/2025","S134-297768","Great Southern Homes - Myrtle Beach","75 Avery Woods","","maria.perdomo","7.81"
"","Myrtle Beach","P134-1215138","Approved","02/18/2025","S134-295616","Great Southern Homes - Myrtle Beach","76 Oak Hollow","","maria.perdomo","3,406.60"
"","Myrtle Beach","P134-1214530","Approved","02/14/2025","S134-294875","Great Southern Homes - Myrtle Beach","1 Shady Grove","","kelly.walker","2,929.09"
"","Myrtle Beach","P134-1214245","Approved","02/13/2025","S134-294112","Great Southern Homes - Myrtle Beach","80 Avery Woods","","kelly.walker","4,285.75"
